idSugestaoResposta,sugestaoResposta,comentario,IDComentarioFK,IDUsuarioFK,,,,,,,,,,,
1201,"Olá! Lamentamos muito que você tenha tido uma má experiência em nosso restaurante. Agradecemos por compartilhar sua opinião e gostaríamos de esclarecer alguns pontos. Estamos constantemente buscando melhorar nossa variedade de produtos e entenderemos sua frustração. Quanto aos preços, temos o compromisso de oferecer ingredientes frescos e de qualidade, o que pode refletir no valor final. Valorizamos sua opinião e esperamos ter a oportunidade de recebê-la novamente para proporcionar uma experiência melhor.","Confesso que essa padaria antes era a minha favorita, mas hoje em dia pouca variedade e além disso tudo muito caro.",189353,105713,,,,,,,,,,,
1202,Olá! Lamentamos muito pela falta de atendimento durante a sua visita ao nosso restaurante. Pedimos desculpas pela má experiência causada. Vamos reforçar a importância de uma equipe atenta e prestativa para evitar situações como essa no futuro. Agradecemos por nos informar e esperamos ter a oportunidade de melhor atendê-la em uma próxima visita.,Sentamos ficamos um tempao la e nimguem foi la nos atender,102376,70107,,,,,,,,,,,
1203,Obrigado pelo seu feedback positivo sobre o ambiente do nosso restaurante. Estamos felizes em saber que você gostou da atmosfera.,Ótimo ambiente,139095,109002,,,,,,,,,,,
1204,"Prezada cliente,

Agradecemos por compartilhar sua experiência conosco. Lamentamos profundamente que sua visita ao nosso restaurante tenha deixado uma má impressão. Entendemos que houve alguns pontos negativos que afetaram sua experiência.

Pedimos desculpas pelo estacionamento pago e pela demora no atendimento. Vamos analisar esses aspectos internamente para garantir que não ocorram novamente no futuro. Também levaremos em consideração suas observações sobre a estrutura e os preços das comidas.

Valorizamos muito a opinião de nossos clientes e estamos sempre em busca de melhorias. Esperamos ter a oportunidade de recebê-la novamente e proporcionar uma experiência mais positiva.

Atenciosamente,
Equipe do restaurante","Ponto positivo: a natureza linda. Ponto negativo: muito comercial para nada. Estacionamento no meio do mato é pago por carro. Depois paga por pessoa para entrar. Atendimento péssimo, super demorou para alguém vir perguntar o que queríamos comer, depois outra demora para chegar o prato. Passei vergonha, pois levei um amigo de outro estado. Preços das comidas não tão acessíveis para uma qualidade mais ou menos , e a estrutura deixa a desejar. Não tenho problema em pagar caro com tanto que ofereçam uma serviço a altura dos preços.",7943,38982,,,,,,,,,,,
1205,"Caro cliente, lamentamos sinceramente a má experiência que você teve em nossa segunda visita ao restaurante. Pedimos desculpas pela desorganização no serviço de rodízio, que resultou em pratos diferentes dos escolhidos. Reconhecemos que isso impediu que você experimentasse nosso cardápio completo. Além disso, estamos cientes de que o ar condicionado não estava adequado, o que tornou sua experiência desconfortável. Agradecemos pelo seu feedback e vamos trabalhar para melhorar esses aspectos em nosso estabelecimento. Esperamos ter a oportunidade de recebê-lo novamente e proporcionar uma experiência positiva.","Já tinha ido uma vez e achei adequado. Nesta segunda oportunidade foi lamentável.
Ainda que escolhamos os pedidos quando no rodízio,  a desorganização estava de tal forma qualquer coisa vinha a mesa menos o que se havia escolhido. Quando se levado em consideração as carnes, a repetição de uma proteína  em específico ficou notório não dando a oportunidade de experimentar o cardápio tampouco o solicitado.
O ar condicionado não dá vazão. Desconfortável!!!",23078,66588,,,,,,,,,,,
1206,"Caro cliente, agradecemos por compartilhar sua experiência conosco. Lamentamos que tenha se sentido pressionado com a entrega da conta após sua refeição. Vamos reforçar com nossa equipe a importância de proporcionar uma experiência mais tranquila e respeitosa aos nossos clientes. Agradecemos seu feedback e esperamos ter a oportunidade de recebê-lo novamente.","Não recomendo, falta de postura dos proprietários pois mal terminamos a refeição já aparece com a conta e maquina de cartão na Mão, deveriam ter um pouco mais de educação, tenta te forçar a sair do restaurante logo para dar lugar a outro cliente.",138995,94482,,,,,,,,,,,
1207,"Caro cliente,

Lamentamos sinceramente pela experiência desagradável que você teve em nosso restaurante. Reconhecemos que houve atraso na entrega do seu pedido, o que certamente causou frustração. Pedimos desculpas pela falta de comunicação adequada por parte da nossa gerente, Rita, durante o atendimento pelo chat do iFood.

Além disso, entendemos que houve uma confusão em relação ao desconto mencionado pelo entregador. Reconhecemos que isso gerou uma expectativa equivocada da sua parte. Pedimos desculpas por essa falha na comunicação.

Entendemos a sua indignação com a postura da gerente Rita no dia seguinte. Isso não condiz com o padrão de atendimento que buscamos oferecer aos nossos clientes. Vamos tomar as medidas necessárias para corrigir essa situação e garantir que isso não se repita.

Agradecemos por compartilhar sua experiência conosco e levaremos suas críticas construtivas em consideração para melhorar nossos processos internos. Esperamos ter a oportunidade de reconquistar sua confiança no futuro.

Atenciosamente,
Equipe do Espeto Misto","eu era cliente do espeto misto a um tempo por ser bem próximo de casa, porém tive uma experiência extremamente desagradável que nao desejo a ninguém e acho importante compartilhar aqui, fiz um pedido com previsão de chegar em 1:10 minutos, passados 1:20 minutos entrei em contato atraves do chat do ifood e fui atendido por uma gerente chamada rita, pedi que me ligassem ou me dessem uma posicao de que porque o lanche nao havia chegado e ela me disse que estaria ja de saida do restaurante, fiquei pedindo atencao a ela pois queria cancelar mas ela nao me respondeu mais pelo chat, entao eu sai e fui comprar comida fora pois ja estava ha muito tempo aguardando, entao deu tempo de eu sair comprar outro lanche voltar pra casa comer ele e de repente chegar o entregador do espeto misto com meu pedido, ai eu disse a ele naturalmente que nao queria mais inclusive mostrei a embalagem do outro lanche que tive que ir comprar, entao o entregador fez cara de choro pq nao ia receber pela entrega e me informou que devido a demora eu havia recebido 16 reais de desconto no pedido... comovido pela situacao dele eu paguei o lanche pensando em comer no dia seguinte, porem quando verifiquei o pedido nao foi me dado desconto algum, os 16 reais que ele falou que era desconto na verdade foram dois espetos de queijo que estavam faltando no meu pedido e eles nao cobraram, entao liguei pro restaurante e pedi pra falar com a gerente rita e expliquei o que houve e a mesma de prontidao prometeu me enviar no dia seguinte o pedido completo sem custo, entao eu aceitei diante disto as desculpas, quando liguei pra la no dia seguinte a mesma gerente Rita, me falou que nao ia me ressarcir nao, que o pedido foi certinho e que eu estava incomodando ela... eu jamais me senti tao indignado com um restaurante, eu era cliente antigo e avisei isso a ela, eu indicava o restaurante deles sempre que podia mas infelizmente nao sabia que as pessoas que estao por traz da administração do mesmo agem assim com os clientes. foi uma péssima experiência e nao recomendo a ninguém comer lá!",111249,40137,,,,,,,,,,,
1208,"Olá, agradecemos pelo seu feedback sobre nossa tapioca. Sentimos muito que você tenha ficado insatisfeita com o tamanho da porção. Vamos revisar nossas medidas para garantir que nossos pratos sejam adequados para uma pessoa. Agradecemos pela sua compreensão e esperamos ter a oportunidade de melhor atendê-la no futuro.","1 tapioca que serve 3, não serve. serve somente 1 pessoa",234991,131758,,,,,,,,,,,
1209,"Olá, agradecemos pelo seu feedback. Lamentamos que a sua experiência não tenha atendido às expectativas da sua família. Vamos analisar a descrição do nosso estabelecimento para deixar mais claro o tipo de ambiente que oferecemos. Pedimos desculpas pelo inconveniente causado e esperamos ter a oportunidade de recebê-los novamente no futuro.","O ambiente não é apropriado para família. É um bar e restaurante preparado para encontros, portanto deveria deixar claro isto na descrição. Meus filhos ficaram frustrados, pois tivemos que voltar logo após chegarmos. Perdemos a oportunidade de diversão em família no dia que o visitamos.",8051,58169,,,,,,,,,,,
1210,"Prezada cliente, agradecemos pelo seu feedback em relação ao atendimento no nosso restaurante. Lamentamos profundamente pela falta de cordialidade e pela demora em servir a fatia de pizza. Vamos reforçar a importância da atenção e agilidade com nossa equipe para evitar que isso ocorra novamente. Esperamos ter a oportunidade de recebê-la novamente para proporcionar uma experiência melhor. Obrigada.","Atendimento levíssimo, sem cordialidade, ficamos mais de 25 min sem sermos servidos com 1 fatia de pizza",169815,86964,,,,,,,,,,,
1211,"Caro cliente, agradecemos pelo seu feedback e lamentamos muito pela experiência negativa que você teve em nosso restaurante. A segurança dos nossos clientes é uma prioridade para nós e estamos tomando medidas imediatas para resolver essa situação. Pedimos desculpas pelo ocorrido e gostaríamos de garantir que estamos trabalhando para melhorar a segurança em nosso estabelecimento. Esperamos ter a oportunidade de recebê-lo novamente em um futuro próximo.","Não vá! Entrada liberada, sem segurança!! Tem briga, e pessoas armadas!",37885,19090,,,,,,,,,,,
1212,"Prezada cliente,

Agradecemos por compartilhar sua experiência conosco. Lamentamos que sua última visita não tenha atendido às suas expectativas. Gostaríamos de ouvir mais sobre os pontos negativos mencionados para que possamos melhorar nossos serviços. Sua opinião é muito importante para nós.

Atenciosamente,
A dona do restaurante","Esse restaurante é bastante tradicional em Manaus, e eu já frequentei bastante. No entanto, apesar de ele ser praticamente consenso entre quem mora aqui no que diz respeito à qualidade, eu vou na contra mão.",217662,119423,,,,,,,,,,,
1213,"Caro cliente, lamentamos sinceramente pela demora no atendimento e no serviço de delivery. Reconhecemos que isso causou uma má experiência para você. Estamos trabalhando para melhorar nosso tempo de espera e garantir uma entrega mais rápida. Agradecemos pelo seu feedback e esperamos ter a oportunidade de atendê-lo novamente em breve.","demora muito o atendimento, se chegar na hora do almoço com fome só é atendido uma hora depois. pior ainda se pedir pelo delivery demora quase 2 horas pra chegar em minha casa. o lugar é bonito porém tem um péssimo atendimento.",145245,46104,,,,,,,,,,,
1214,Agradecemos pelo seu feedback sobre as almôndegas e lamentamos que elas não tenham atendido às suas expectativas. Vamos revisar nossos processos para garantir que as almôndegas sejam servidas na temperatura correta e em um tamanho mais satisfatório. Obrigada por nos informar e faremos o possível para melhorar.,Achei as almôndegas muito pequenas e não vieram quentes ,205397,111240,,,,,,,,,,,
1215,"Olá cliente, lamentamos muito pela sua experiência negativa com o nosso serviço de delivery. Pedimos desculpas pela falta de sabor no macarrão, molho e bife, assim como pela textura do camarão. Reconhecemos que não atingimos suas expectativas em relação ao tempero dos pratos. Levaremos suas críticas em consideração para melhorar a qualidade dos nossos pratos. Agradecemos por compartilhar sua opinião e esperamos ter a oportunidade de surpreendê-lo positivamente em uma próxima visita.","Macarrão sem gosto, molho péssimo, camarão borrachudo, sem nada de tempero. Bife sem gosto, purê de batata horrível, só gastei dinheiro e não conseguimos comer! Eu penso que não devemos cozinhar o que não sabemos cozinhar! Dei uma estrela por que não tinha opção de não gostei. ?? ",203693,112105,,,,,,,,,,,
1216,"Caro cliente, lamentamos muito pela experiência negativa que você teve em nosso restaurante. Pedimos desculpas pela comida fria e sem sabor, além do feijão duro e do bife menor que o esperado. Reconhecemos que não atendemos às suas expectativas em relação às almôndegas e ao yakisoba, com ingredientes que não estavam de acordo com a propaganda. Levamos a qualidade da nossa comida muito a sério e vamos revisar nossos processos para evitar que isso aconteça novamente. Agradecemos pelo seu feedback e esperamos ter a oportunidade de melhor atendê-lo no futuro.","Péssima! Comida fria e sem sabor, feijão duro, bife menor que ovo tipo C e sem tempero.
Já tinha experimentado as almôndegas  que  também não correspondem a propaganda mais resolvi dar mais uma chance e só decepção. Yakisoba seca só tinha mais cebola e pimentão que estavam quase inteiros.  Comida é coisa séria ??",130457,109792,,,,,,,,,,,
1217,"Olá, sinto muito pela sua experiência negativa em nosso restaurante. Lamentamos a demora no seu pedido e a dificuldade em entrar em contato conosco. Vamos investigar o ocorrido para que isso não se repita. Agradecemos seu feedback e esperamos poder oferecer uma experiência melhor no futuro.",Estou há 2 horas esperando meu pedido e ninguém me atende mais no telefone do restaurante.  Decepcionada!,71792,29408,,,,,,,,,,,
1218,"Prezado cliente,
Lamentamos profundamente pela experiência negativa que teve em nosso restaurante. Reconhecemos que houve falhas graves no atendimento e na organização do nosso estabelecimento. Pedimos desculpas pela falta de educação da garçonete e pela demora em atender seu pedido. Entendemos sua frustração ao ver os pedidos de delivery sendo priorizados em detrimento dos clientes presenciais. Vamos tomar medidas imediatas para melhorar nosso atendimento e garantir que situações como essa não se repitam. Agradecemos seu feedback e esperamos ter uma nova oportunidade para reconquistar sua confiança.
Atenciosamente,
Equipe do restaurante.","Anos anteriores o atendimento era bom. Hoje, cheguei 12h 10 min no restaurante e estava praticamente vazio. Antes de terminar de olhar o cardápio uma das garçonetes tirou-o da mesa sem perguntar, além de ser uma falta de educação absurda. Após conseguir fazer o pedido com muita dificuldade, vi dirversos pedidos de delivery sendo atendidos enquanto diversos clientes estavam aguardando na mesa. Com mais de 1h de espera, chamei a gerente que estava totalmente desorientada. Resumindo, se o estabelecimento deseja atender por delivery também, deve no mínimo fazer um atendimento adequado no presencial. Gostava muito desse restaurante e agora nunca mais recomendo para ninguém.",232245,131327,,,,,,,,,,,
1219,"Caro(a) cliente, lamentamos muito que tenha tido uma experiência negativa com nosso café. Agradecemos seu feedback e vamos revisar nossos processos para melhorar a qualidade do café servido em nosso estabelecimento. Esperamos poder recebê-lo(a) novamente em breve para oferecer uma experiência melhor.",Café ruim.,143671,101738,,,,,,,,,,,
1220,"Olá,

Lamentamos muito pela experiência negativa que você teve em nosso restaurante. Agradecemos por compartilhar sua opinião e iremos analisar seus pontos mencionados para melhorar nosso atendimento, qualidade da comida e ambiente. Agradecemos novamente pelo feedback e esperamos ter a oportunidade de recebê-la novamente em nosso estabelecimento.

Atenciosamente,
A equipe do Picanha Mania","Almocei no picanha mania pra nunca mais, atendimento ruim, comida fraca e cheiro desagradável, assim.como em.em.todas o shopping. Não recomendo!",215409,115122,,,,,,,,,,,
1221,"Olá,

Lamentamos muito pelo ocorrido no seu pedido do dia 03/09/2018. Entendemos a sua frustração com o atraso na entrega e agradecemos por compartilhar sua experiência conosco.

Pedimos desculpas pelo inconveniente causado. Vamos investigar o ocorrido para entender o que aconteceu e tomar providências para que isso não se repita no futuro.

Agradecemos novamente pelo seu feedback e esperamos ter a oportunidade de lhe proporcionar uma experiência melhor em uma próxima visita.

Atenciosamente,
Equipe do restaurante","Gostaria de relatar um fato. No dia 03/09/2018 Fizemos um pedido de dois pratos pelo ifood às 11:00 da manhã. Como já se passavam das 13 hs e, segundo o aplicativo o motoqueiro já tinha saído para entrega a mais de 1 hs. Resolvi ligar, mas não fui atendido.",222060,115214,,,,,,,,,,,
1222,"Olá,

Agradecemos pelo seu feedback sobre sua experiência na Duckbill. Lamentamos que sua visita não tenha atendido às suas expectativas. Vamos levar em consideração seus comentários sobre a pizza, o capuccino de doce de leite e o ring, para melhorar a qualidade dos nossos pratos. Quanto ao valor, entendemos sua preocupação e vamos avaliar nossos preços para oferecer uma melhor relação custo-benefício aos nossos clientes. Esperamos ter a oportunidade de recebê-lo novamente e proporcionar uma experiência mais satisfatória.

Atenciosamente,
Equipe Duckbill","Fui na duckbill ontem com meu namorado, a expectativa estava bem grande com as fotos que víamos pelo instagram do local, pedimos uma pizza, um capuccino grande de doce de leite, um chocolate suíço e um ring (vulgo donut).
A pizza é só massa, pouco recheio e estava bem fria, quase gelada por assim dizer, o capuccino de doce de leite não tinha muito gosto de doce de leite e estava regular, o chocolate suíço talvez tenha sido a melhor coisa que consumimos na noite, o ring tinha gosto de massa pronta e estava bem massudo.
Tudo saiu mais de 60 reais, achei o valor extremamente caro para o que entrega.",107444,68970,,,,,,,,,,,
1223,"Agradecemos pelo seu feedback positivo sobre o nosso restaurante! Ficamos felizes em saber que você teve uma experiência maravilhosa conosco, desde o atendimento até a qualidade dos pratos. Esperamos recebê-la novamente em breve!","Um lugar maravilhoso, ótimo atendimento e cada coisa deliciosa!",223112,122814,,,,,,,,,,,
1224,"Olá, agradecemos pelo seu feedback sobre a experiência no nosso restaurante. Lamentamos que a carne não tenha atendido às suas expectativas. Vamos revisar nossos processos para garantir que isso não aconteça novamente. Valorizamos sua opinião e esperamos ter a oportunidade de recebê-la novamente para uma experiência melhor.",Zero. Péssima  carne. Tudo ruim e caro.,115031,106616,,,,,,,,,,,
1225,"Olá, lamentamos muito que você tenha tido uma experiência insatisfatória em nosso restaurante. Agradecemos por compartilhar sua opinião e gostaríamos de ouvir mais detalhes sobre o ocorrido para que possamos melhorar nosso atendimento.","Pessimo
Atendiendo",37863,64922,,,,,,,,,,,
1226,"Olá, agradecemos por compartilhar sua opinião sobre nosso restaurante. Lamentamos muito que você tenha tido uma experiência negativa com nosso atendimento. Vamos levar seu feedback em consideração para melhorar nossos serviços. Esperamos ter a oportunidade de recebê-la novamente no futuro.","A pizza é a melhor de Manaus, porém o atendimento é péssimo. Já foi bom um dia, com tudo isso estou deixando de ser cliente!!!",131328,96010,,,,,,,,,,,
1227,"Caro cliente, lamentamos sinceramente pela experiência negativa que você teve em nosso estabelecimento. Pedimos desculpas pelo comportamento inadequado de nossos funcionários durante o atendimento do café da manhã. Vamos investigar essa situação internamente e tomar as medidas necessárias para garantir que isso não aconteça novamente. Agradecemos por nos informar sobre esse problema e esperamos ter a oportunidade de reconquistar sua confiança no futuro.","Eles tem uma proposta de café da manhã que era maravilhosa , atualmente os funcionários se recusam  a atender , vc pode chamar no balcão  que eles não vão,  se insistir Eles vão visivelmente contrariados,  com má  vontade , dizendo que não servem coisas que estão no cardápio.  O comportamento  quando estão supervisionados é  completamente diferente .",130386,22020,,,,,,,,,,,
1228,"Caro cliente, lamentamos muito pela má experiência que você teve em nosso restaurante. Pedimos desculpas pela fumaça, estamos trabalhando para melhorar a ventilação do ambiente. Quanto à salada, vamos revisar nossos ingredientes e receitas para garantir uma qualidade superior. Agradecemos por nos informar sobre esses pontos negativos e esperamos ter a oportunidade de recebê-lo novamente para uma experiência melhor.","Muita fumaça, salada sofrível.",136745,26785,,,,,,,,,,,
1229,"Olá, lamentamos muito pela má experiência que você teve com nosso atendimento. Agradecemos por compartilhar seu feedback, pois nos ajuda a melhorar. Vamos investigar o ocorrido e tomar medidas para garantir que isso não se repita. Esperamos ter a oportunidade de recebê-la novamente e oferecer uma experiência positiva.",Atendimento péssimo,58744,42789,,,,,,,,,,,
1230,"Caro(a) cliente, agradecemos pelo seu feedback e lamentamos sinceramente que sua experiência em nosso restaurante não tenha sido satisfatória. Levamos suas críticas a sério e estamos empenhados em melhorar. Trabalharemos para aprimorar nosso atendimento, garantir a qualidade dos pratos e a organização do estabelecimento. Esperamos ter a oportunidade de recebê-lo novamente e proporcionar uma experiência positiva. Obrigado por compartilhar sua opinião.","Atendimento ruim, peixe seco, não tem organização.",224047,31766,,,,,,,,,,,
1231,"Olá, agradeço pelo seu feedback e sinto muito que você não tenha gostado do nosso cardápio/rodízio. Vamos levar em consideração suas observações para melhorar a qualidade dos peixes. Fico feliz em saber que você gostou do ambiente, e espero que possamos proporcionar uma experiência melhor na próxima vez.","Não gostei do cardápio/rodízio,peixes todos com gosto de peixe velho. Em relação ao ambiente muito bom e aconchegante, mas o rodízio deixou a desejar.",44500,64950,,,,,,,,,,,
1232,"Olá cliente, lamentamos muito pela demora no atendimento durante sua visita ao nosso restaurante. Isso não condiz com o nosso padrão de serviço e estamos trabalhando para melhorar essa questão. Agradecemos seu feedback e esperamos ter a oportunidade de recebê-la novamente para proporcionar uma experiência mais positiva.",Demora no atendimento... Desisti,160777,43847,,,,,,,,,,,
1233,"Olá, lamento muito pela sua má experiência em nosso restaurante. Nós levamos todos os comentários a sério e estamos trabalhando para melhorar nosso atendimento. Agradecemos por nos informar e esperamos ter a oportunidade de atendê-la novamente.","Vá se vc quiser ser mal atendido e quiser sair com fome...

Já foi muito bom... hoje a maior decepção!!!",9292,55912,,,,,,,,,,,
1234,"Prezado cliente,

Agradecemos pelo seu feedback e por reconhecer o bom atendimento que oferecemos. Lamentamos que a quantidade de comida não tenha atendido às suas expectativas. Vamos revisar nossas porções para garantir uma melhor experiência aos nossos clientes. Agradecemos por compartilhar sua opinião e levaremos em consideração suas observações para melhorar nossos serviços. Esperamos ter a oportunidade de recebê-lo novamente no futuro.

Atenciosamente,
Equipe do restaurante","O atendimento foi bom. O proprietário aparentemente é gente boa, porém, a comida é pouca para o valor exigido. Paguei mais de 100 reais em uma picanha para duas pessoas e veio apenas 3 pedaços de picanha e dois acompanhamentos que mal davam para uma pessoa. Enfim, eu não recomendo o local e também não retornaria.",74795,44614,,,,,,,,,,,
1235,"Olá, agradecemos pelo seu feedback. Sentimos muito pela má impressão causada. Vamos revisar nossa propaganda para evitar futuros mal entendidos. Obrigada por compartilhar sua opinião.","o frango não é de minas gerais, propaganda enganosa!",189880,36372,,,,,,,,,,,
1236,"Caro cliente, lamentamos profundamente pela má experiência que você teve em nosso restaurante. Nós levamos a higiene e a qualidade dos nossos pratos muito a sério e estamos investigando imediatamente o ocorrido relatado por você. Agradecemos por nos informar sobre essa situação e trabalharemos para garantir que isso não se repita no futuro. Pedimos desculpas pelo transtorno causado e esperamos ter a oportunidade de reconquistar sua confiança.",boa tudo nesse lugar é horrível tinha uma barata no baião fora que o local estava cheio de mosca. Não recomendo esse local,67719,68340,,,,,,,,,,,
1237,"Caro cliente, lamentamos muito pela experiência negativa que você teve em nosso restaurante. Pedimos desculpas pela comida fria, batata péssima, feijão frio, arroz duro e a carne sem sabor. Vamos analisar os pontos mencionados e tomar as devidas providências para melhorar a qualidade dos nossos pratos. Agradecemos pelo seu feedback e esperamos ter a oportunidade de lhe proporcionar uma experiência satisfatória no futuro.","Comida fria, péssima
Batata péssima
Feijão frio
Arroz duro
A carne parece que foi lavada um monte de vezes sem gosto algum.",104396,73412,,,,,,,,,,,
1238,"Prezado cliente, lamentamos profundamente pela experiência negativa que você teve em nosso restaurante. Pedimos desculpas pela falta de comunicação sobre a reserva da mesa e por não ter oferecido uma alternativa mais confortável para sua família. Reconhecemos que o ambiente externo estava desconfortável devido ao calor e à fumaça. Também lamentamos pela falha no atendimento do garçom, o que não condiz com nossos padrões de serviço. Agradecemos por compartilhar sua experiência conosco e gostaríamos de ter a oportunidade de recebê-lo novamente para oferecer uma experiência melhor.","Nem chegamos a entrar porque nos disseram na porta que só tinha uma mesa vazia e já estava reservada. Estávamos meu marido eu e nosso filho de quatro anos, perguntaram se queríamos ficar lá fora. Decidimos sentar na mesa externa porém estava muito quente e uma fumaça vindo do churrasquinho do outro lado da rua. O garçom que trouxe o cardápio foi atender lá dentro e simplesmente não voltou na nossa mesa. O tempo que passamos lá esperando o Uber pra ir embora ninguém ocupou a mesa grande, poderiam muito bem terem atendido a gente lá dentro ou avisado na página deles que pode fazer reserva. Achei o atendimento horrível e não pretendo voltar...",104259,69372,,,,,,,,,,,
1239,"Caro cliente, lamento muito pela demora em atendê-lo. Agradecemos por compartilhar sua experiência conosco e vamos trabalhar para melhorar nosso tempo de resposta. Esperamos ter a oportunidade de recebê-lo novamente em breve.",Passei 10 minutos e ninguém me atendeu,130776,80809,,,,,,,,,,,
1240,"Olá, lamentamos muito pela sua experiência negativa em nosso restaurante. Pedimos desculpas pelo atendimento e pela falta de educação da equipe. Vamos rever o que está acontecendo para melhorar. Agradecemos o seu feedback.",Que decepção...Atendimento sem classificação... esqueceram todos os pedidos e ficaram de ma educação e ainda sem guardanapo Precisa parar e ver o q está acontecendo com a equipe.,218691,121065,,,,,,,,,,,
1241,"Olá, agradecemos pelo seu feedback e lamentamos pela má experiência que teve com o atendimento no caixa. Reconhecemos que houve uma lentidão no atendimento e entendemos a frustração causada pela espera na fila. Vamos avaliar o sistema de atendimento para melhorar essa questão. Por outro lado, ficamos felizes em saber que você gosta dos nossos pães com gergelim, com queijo e da nossa manteiga. Agradecemos por compartilhar sua opinião e faremos o possível para melhorar.","O Nego bom Padaria deveria mudar o sistema de atendimento no caixa, uma pessoa pior que a outra para atender,  uma lentidão,  parece que elas gostam de ver a fila com 9 pessoas e elas atendendo na maior lentidão...Segundo ela agente tem que dispensar o carro de aplicativo por que é assim mesmo o atendimento na padaria , É nome???

Adoro os pães com gergelim, com queijo e a manteiga excelente...
Mais a fila do pagamento é lamentável,  tá pior que o DB é o Banco do Brasil...",158994,20244,,,,,,,,,,,
1242,"Olá, 
Lamentamos muito que a sua experiência no nosso restaurante não tenha sido satisfatória. Agradecemos por compartilhar sua opinião conosco e vamos analisar seus pontos negativos para melhorar.","Comida ruim, atendimento ruim e local muito barulhento. Você não consegue conversar dentro desse estabelecimento é horrível.",129984,58315,,,,,,,,,,,
1243,Olá! Lamentamos muito pela má experiência que você teve com o nosso serviço de delivery. Pedimos desculpas pelo queijo não ter sido aquecido adequadamente e por não atender às suas expectativas. Vamos revisar nossos processos para garantir que isso não aconteça novamente. Obrigada pelo seu feedback.,"Se quer esquentaram o queijo, apenas jogaram dentro do pão, pior caboquinha que já comi. Horrível mesmo",234989,131489,,,,,,,,,,,
1244,"Olá, agradeço por compartilhar sua experiência conosco. Sinto muito que tenha se sentido mal atendida e que tenha enfrentado problemas durante seu aniversário. Vamos analisar cuidadosamente seus comentários e trabalhar para melhorar nosso atendimento e agilidade no futuro. Lamentamos por qualquer inconveniente causado e esperamos ter a oportunidade de recebê-la novamente no futuro.","Muito ruim, o atendimento péssimo, deixam a gente esperando, não fizeram questão do cliente. Obs. Cobraram 30,00 para entrar com o bolo do meu aniversário..., Aínda assim entrei e fiquei um tempão sem atendimento com os meus convidados! Nos retiramos! Não recomendo!",142858,103791,,,,,,,,,,,
1245,Agradecemos pelo seu comentário e por escolher nosso restaurante para trazer sua família. Ficamos felizes em saber que você teve uma experiência agradável e gostou da nossa pizza.,Um ambiente agradável para trazer sua família e degustar uma ótima pizza,173997,88916,,,,,,,,,,,
1246,"Olá,

Agradecemos por compartilhar sua experiência conosco. Lamentamos sinceramente que a comida não tenha atendido às suas expectativas e que tenha sentido que nosso atendimento foi horrível. Vamos levar em consideração seus comentários para melhorar nossos serviços. Agradecemos por nos informar sobre isso.

Atenciosamente,
[Seu nome]","o lugar é legal, bem diferente, mas a comida é ruim e o atendimento é HORRIVEL, além de grossos e desorganizados. o pior atendimento que eu já vi nessa cidade",142674,72553,,,,,,,,,,,
1247,"Olá, agradecemos pelo seu feedback sobre o frango. Lamentamos que não tenha atendido às suas expectativas. Vamos revisar a preparação do prato para melhorar o sabor. Obrigada pela sua opinião.","O frango só é cheiroso, o gosto passa longe. :(",190079,68473,,,,,,,,,,,
1248,"Prezado cliente,

Agradecemos por compartilhar sua experiência conosco. Lamentamos profundamente pelos inconvenientes causados pelos ambulantes, mendigos e gatos de rua em nosso estabelecimento. Tomaremos medidas imediatas para garantir que essas situações sejam evitadas no futuro. Pedimos desculpas pelo ocorrido e agradecemos por nos alertar sobre essa questão. 

Atenciosamente,
Equipe do restaurante","ALÉM DOS AMBULANTES E OS MENDIGOS QUE FICAM PASSANDO O TEMPO TODO PEDINDO DINHEIRO, AINDA TEM OS GATOS DE RUA QUE SOBEM NA MESA DA COZINHA E MORDEM OS PEIXES E A PEIXARIA SERVE O PEIXE MESMO MORDIDO POR GATOS",101997,71699,,,,,,,,,,,
1249,"Olá, agradecemos pelo seu feedback sobre o nosso frango. Lamentamos muito pela má experiência que você teve. Vamos verificar o ocorrido e garantir que isso não aconteça novamente.","Frango muito ruim, pitiú, aparência péssima, preto dentro, parecia que nem lavaram dentro o frango, mal gosto mesmo. Joguei tudo fora porque estava intragável. Tenho pena é do bicho que morre a toa.",189994,8587,,,,,,,,,,,
1250,"Caro cliente, agradecemos pelo seu feedback sobre a nossa comida. Lamentamos que você tenha achado o sabor pouco satisfatório. Vamos avaliar a sua observação e trabalhar para melhorar a qualidade dos nossos pratos. Agradecemos a sua visita e esperamos ter a oportunidade de lhe surpreender positivamente em uma próxima vez.","Barato e muita quantidade, porém pouco sabor.",119712,28336,,,,,,,,,,,
1251,"Olá, agradecemos pelo seu feedback. Lamentamos pela demora em servir o seu pedido e pela falta de sincronia na entrega dos pratos para o seu grupo. Vamos tomar medidas para melhorar esse aspecto e garantir uma experiência mais satisfatória. Agradecemos por nos informar e esperamos ter a oportunidade de recebê-la novamente em nosso restaurante.","Demorou muito para servir o pedido, e veio em.tempos diferentes para as pessoas q estavam comigo....depois de meia hora que eu havia comido veio o pedido dos meus colegas",145581,48387,,,,,,,,,,,
