idSugestaoResposta,sugestaoResposta,comentario,IDComentarioFK,IDUsuarioFK
1609,Agradecemos pelo seu feedback. Lamentamos que a sua experiência não tenha sido como esperado. Estamos sempre em busca de melhorias e levaremos em consideração suas observações para oferecer um serviço ainda melhor. Esperamos ter a oportunidade de recebê-la novamente e surpreendê-la positivamente.,Já foi melhor,65250,42622
1493,Agradecemos pelo seu feedback e por elogiar a beleza do nosso restaurante. Lamentamos profundamente que tenha tido uma experiência negativa com o atendimento. Vamos analisar o ocorrido e buscar melhorias para que isso não se repita. Esperamos ter a oportunidade de recebê-la novamente em breve.,Lugar lindo.  Atendimento pessimo,31423,9021
1387,"Olá! Agradecemos pelo seu feedback e ficamos felizes em saber que você teve uma boa experiência no nosso restaurante. Se houver alguma sugestão ou algo que possamos melhorar, por favor, nos avise. Esperamos tê-la novamente em breve!",Muito bom,75638,19166
1620,"Prezada cliente,

Lamentamos profundamente pelo ocorrido durante sua visita ao nosso restaurante. Reconhecemos que houve uma situação de discriminação em relação ao seu sobrinho, o que vai contra os nossos princípios de inclusão e respeito. Vamos tomar medidas imediatas para garantir que isso não aconteça novamente no futuro.

Pedimos desculpas também pela forma como a moça que estava vendendo flores foi tratada. Não há justificativa para uma atitude rude e desrespeitosa por parte do nosso gerente. Vamos abordar essa questão internamente e garantir que todos os membros da equipe sejam mais empáticos e cordiais.

Agradecemos por compartilhar sua experiência conosco e por nos dar a oportunidade de melhorar. Esperamos que, no futuro, possamos reconquistar sua confiança e proporcionar uma experiência positiva a você e sua família.

Atenciosamente,
A equipe do restaurante","Ontem era para ser uma noite descontraída e feliz com as crianças! Porém o meu sobrinho sofreu discriminação neste recinto, por haver uma comorbidade! Uma criança, isso nos deixou indignada, pois já que pregam tanto uma política de inclusão e são os primeiros a fazer esse tipo de tratativa.
O Sr. Gerente deveria fazer uma reciclagem de atendimento ao cliente, pois a atitude dele com o meu sobrinho só mostrou o quanto vivemos  uma sociedade preconceituosa.
O constrangimento e frustração que a criança sentiu neste ambiente não recomendo a ninguém!
Houve uma outra situação que o mesmo tratou super mau, uma moça que estava vendendo flores, ela só queria ganhar o suado dinheiro dela. Não havia necessidade de expulsa-lá da pizzaria. Da forma grossa e tosca!
Espero que o mesmo reveja suas atitudes e seja mais empático com as pessoas.",134160,110089
1418,"Caro cliente, lamentamos sinceramente pela experiência negativa que você teve em nosso restaurante. Pedimos desculpas pela demora na preparação do peixe assado e pela falta de aviso prévio sobre o tempo de espera. Reconhecemos que isso é inaceitável e vamos trabalhar para melhorar a comunicação com nossa equipe.

Também ficamos desapontados ao saber que nossa responsável não lidou adequadamente com sua reclamação. Vamos reforçar a importância do atendimento ao cliente e garantir que todos os membros da equipe estejam preparados para lidar com situações desafiadoras.

Quanto à qualidade da comida, entendemos que você esperava algo mais especial. Vamos avaliar nossos pratos e buscar maneiras de torná-los mais distintos e saborosos.

Agradecemos por compartilhar sua opinião conosco e lamentamos que não tenhamos atendido às suas expectativas. Esperamos ter a oportunidade de reconquistar sua confiança em uma futura visita.","Pessimo. Se pedir peixe assado, pode esperar 1 hora. Ao menos poderiam avisar da demora. Reclamei e a responsável ainda achou ruim, inventou horário e ficou reclamando. Deviam ser mais  verdadeiros e avisar que demoram. Além do mais, nada de  mais na comida, igual a qualquer lugar mais ou menos de Manaus. Eu não volto mais.",101994,21584
1622,"Caro cliente, lamentamos profundamente pela má experiência que você teve em nosso estabelecimento. Pedimos desculpas pelas informações incorretas fornecidas por telefone e pela situação desagradável na doceira. Vamos tomar medidas para garantir que isso não aconteça novamente. Agradecemos por compartilhar seu feedback e faremos o possível para melhorar nosso serviço.","Me deram informações erradas por telefone, visitei a doceira não só não tinha mas a moça tentou me convencer que o que estavam vendendo era o que eu tinha pedido! Serviço péssimo!",142023,88794
2057,"Caro cliente, 

Agradecemos pelo seu feedback positivo sobre a qualidade da alimentação em nosso restaurante. Ficamos felizes em saber que você teve uma experiência gastronômica satisfatória em nosso estabelecimento. Esperamos continuar oferecendo excelência em nossos pratos. 

Atenciosamente, 
Equipe do restaurante","Lugar excelente, alimentação  de alta qualidade!",109684,51746
1129,"Olá, agradecemos pelo seu feedback. Lamentamos que a sua experiência não tenha sido satisfatória. Vamos analisar os pontos mencionados para melhorar nossos serviços.","Péssimo! Já fui em vários rodízios e esse sem dúvida foi o pior. Pizza não eh nada das melhores,  atendimento demorado demais, suco so água... Não recomendo.",136307,20672
1123,"Caro cliente, agradecemos por compartilhar sua experiência conosco. Lamentamos pelo incômodo causado pelo som alto na sexta-feira. Vamos avaliar a situação e tomar medidas para garantir um ambiente mais tranquilo e agradável para nossos clientes. Agradecemos sua compreensão e esperamos recebê-lo novamente em breve.","Som muito alto na sexta-feira, não dá pra conversar na mesa.",67715,67196
1806,"Olá, agradecemos pelo seu feedback sobre o nosso restaurante. Ficamos felizes em saber que você gostou do ambiente agradável, climatizado e limpo, bem como do atendimento. 

Lamentamos que a qualidade dos ingredientes e a quantidade de recheio das pizzas não tenham atendido às suas expectativas. Vamos revisar nossos processos para garantir que isso não aconteça novamente. 

Pedimos desculpas também pelos pastéis com pontas queimadas e frios. Vamos reforçar o treinamento da nossa equipe para que isso não se repita.

Agradecemos por nos informar sobre esses pontos negativos, pois isso nos ajuda a melhorar a qualidade dos nossos pratos. Esperamos ter a oportunidade de recebê-la novamente no futuro para que possa experimentar uma experiência gastronômica mais satisfatória.","Ambiente bem agradável, climatizado e limpo. O atendimento também é bom. O valor do rodízio é acessível com água e refrigerante incluso, passa bastante variedades de massas o tempo todo na mesa. Porém, a qualidade do que é serviço não é boa, nota-se que os ingredientes não são de alta qualidade, as pizzas não são tão recheadas, por vezes vindo só uma grande quantidade de queijo, os pastéis vieram com pontas queimadas e frios. Não voltaria pois não acho que valeu a pena para um rodízio, mas o ambiente é bom.",157739,58626
2131,"Caro cliente, agradecemos pelo seu feedback e lamentamos que tenha tido uma má experiência em nosso restaurante. Levamos em consideração suas preocupações e estamos trabalhando para melhorar esses pontos negativos mencionados. Pedimos desculpas pelo preço elevado e pela falta de respeito ao distanciamento social. Quanto à cobrança da embalagem para viagem, estamos revisando nossa política. Agradecemos por nos alertar e faremos o possível para melhorar.",Caro demais. Não respeitam o distanciamento social. Cobram embalagem pra viagem. Devia fechar.,223572,68232
2026,"Caro cliente,

Agradecemos pelo seu feedback e lamentamos que sua experiência em nosso restaurante não tenha sido completamente satisfatória. Entendemos que o espaço é um pouco apertado e que a falta de estacionamento pode ser inconveniente.

Quanto à variedade de bolos, reconhecemos que é um aspecto comum em Manaus, porém, entendemos que não tenha sido algo que tenha impressionado você. Pedimos desculpas por não termos atendido às suas expectativas.

Quanto às mesinhas ocupadas, entendemos que isso possa ter causado algum desconforto. Vamos avaliar essa questão para melhorar a experiência de nossos clientes.

Agradecemos por compartilhar suas impressões conosco e iremos considerá-las para buscar melhorias em nosso estabelecimento. Esperamos ter a oportunidade de recebê-lo novamente no futuro para proporcionar uma experiência mais satisfatória.

Atenciosamente,
Equipe do restaurante","local apertado, sem estacionamento, fachada bonitinha, muito bolo que é normal em manaus, mas nada que se possa ficar de boca aberta. 3 mesinhas com muita gente para tomar um café . preferivel que nao tivesse. pais normais de qualquer padaria e só. decepcionado, manaus...continua sem uma padaria classe A. como vi em belo horizonte.Mais",214024,119646
2062,"Caro cliente, lamentamos sinceramente pela má experiência que você teve em nosso restaurante. Pedimos desculpas pela carne com um sabor desagradável e pela pimenta excessivamente forte. Vamos reforçar o treinamento de nossos garçons para que eles informem sobre o nível de pimenta nos pratos. Quanto ao chopp, vamos verificar o motivo da demora no serviço. Agradecemos por seu feedback e faremos o possível para melhorar.","Carne com gosto de velha, pimenta terrívelmente forte, garçom não avisou sobre a pimenta, chopp demora para ser servido.",102209,22842
1104,"Caro cliente, lamentamos sinceramente o ocorrido em relação à sua experiência com o nosso serviço de delivery. Pedimos desculpas pela possível falha na qualidade da picanha e pelo fato de o vinagrete não ter sido incluído no seu pedido. Vamos investigar o ocorrido internamente para garantir que isso não se repita. Agradecemos seu feedback e esperamos ter a oportunidade de lhe proporcionar uma experiência melhor no futuro.","tenho minhas dúvidas se era picanha mesmo, fora que no cardápio diz que vem vinagrete e não veio.",234001,131571
1166,"Caro cliente, agradecemos pelo seu feedback e lamentamos que você tenha tido uma má experiência em nosso restaurante. Levamos em consideração suas críticas e estamos sempre buscando melhorar. Pedimos desculpas pelo preço, iremos avaliar nossos preços para garantir que estejam de acordo com a qualidade oferecida. Quanto à quantidade de carne, vamos revisar nossas porções para garantir que estejam adequadas. Agradecemos por mencionar que o sabor é bom e esperamos ter a oportunidade de recebê-lo novamente para uma experiência melhor.","Caro pelo lugar!
Se quiser comer 150g de carne pagando 1kg, é o lugar certo...
Atendimento razoável.
Ao menos, o sabor é bom!",111726,75356
1187,"Caro cliente, lamentamos muito pela má experiência que você teve em nosso restaurante. Pedimos desculpas pelo atendimento ruim e pelos problemas com os pratos que você mencionou, como o guioza frito quase queimado e a lula empanada dura. Vamos rever nossos processos para garantir que isso não aconteça novamente. Agradecemos seu feedback e levaremos suas sugestões em consideração para melhorar nosso serviço. Esperamos ter a oportunidade de recebê-lo novamente e proporcionar uma experiência positiva.","Muito ruim, estou neste momento no restaurante. Atendimento ruim, Guioza frito quase queimado, lula empanada dura. Experiência nao foi boa. com mais atenção  poderia ficar muito bom. Os clientes parecem pedir muito o pratos tipo Bowl e gostar.",112502,69454
1262,"Caro cliente, agradecemos por compartilhar sua experiência conosco. Lamentamos muito que o atendimento não tenha atendido às suas expectativas. Estamos trabalhando para melhorar e garantir que todos os pedidos sejam preparados corretamente. Agradecemos sua paciência e esperamos poder atendê-lo novamente no futuro.",Para o atendimento ser ruim tem que melhorar muito! Todos os pedidos saíram errados. Tem que ter paciência. Boa sorte!!,206083,118254
896,"Prezada cliente, 

Lamentamos profundamente pela experiência negativa que você teve em nosso restaurante. Pedimos desculpas pela demora na preparação da sua pizza e pela falta de atenção da nossa atendente. Entendemos que isso causou uma má impressão em relação ao nosso estabelecimento. 

Levamos seu feedback muito a sério e vamos trabalhar para melhorar nossos processos internos e a qualidade do atendimento. Agradecemos por nos informar sobre essa situação, pois é através dos comentários dos nossos clientes que conseguimos identificar áreas em que precisamos aprimorar. 

Esperamos ter a oportunidade de reconquistar sua confiança em uma futura visita. 

Atenciosamente, 
A equipe do restaurante.","Solicitei uma pizza tamanho família para eu e minhas sobrinhas, levou mais de 1 hora para preparar, sendo que teve pessoas que chegaram depois e seus pedidos foram logo preparados. Reclamei com a atendente, mas ela fez pouco caso. Não volto mais.",131186,33970
1271,"Olá, lamentamos muito pela má experiência que você teve em nosso restaurante. Agradecemos por compartilhar seu feedback conosco. Vamos investigar o ocorrido e tomar medidas para melhorar nosso atendimento. Ficamos felizes em saber que você gostou do lanche. Esperamos ter a oportunidade de recebê-lo novamente e proporcionar uma experiência melhor.","Não sei se é porque vim no domingo a noite, mas o atendimento foi péssimo, apenas duas pessoas atendendo, demorou muito, me deixaram no vácuo, trouxeram primeiro o sanduíche e o meu café chegou quase 10 min depois. Por fim, o lanche foi o único ponto positivo, pq tava gostoso.",32579,44984
2126,"Caro cliente, agradecemos pelo seu feedback. Lamentamos muito pela má experiência que teve com nosso atendimento. Vamos reforçar a importância da agilidade e eficiência para nossa equipe. Esperamos que nos dê uma nova oportunidade para melhor atendê-lo.","É um excelente restaurante, porém, péssimo atendimento, última vez que fui pedi uma coca, terminei a refeição e a coca não apareceu.
Precisa contratar atendentes que gostem de trabalhar, porque só vi funcionários acomodados",38609,57012
1274,"Caro cliente, agradecemos pelo seu feedback. Lamentamos se a experiência em nosso restaurante não atendeu às suas expectativas. Levaremos em consideração suas observações sobre o preço, a falta de wifi e música. Estamos sempre buscando melhorar e esperamos poder recebê-lo novamente no futuro.","Muito caro,  ñ tem wifi, ñ tem música, parece  uma sala de velório",111286,46252
1733,"Prezada cliente, agradecemos por compartilhar sua experiência conosco. Lamentamos profundamente pelo atendimento insatisfatório que você recebeu. Pedimos desculpas pelo longo tempo de espera pelo seu pedido e pela falta de prioridade na sua mesa. Vamos analisar internamente o que ocorreu para que isso não se repita. Também lamentamos que os sanduíches tenham chegado gelados e que tenha sido difícil para você pagar a conta. Levaremos suas observações em consideração para melhorar nossos serviços. Agradecemos por nos informar sobre esses pontos negativos e esperamos ter a oportunidade de oferecer uma experiência melhor no futuro.","O atendimento mto ruim. Deixa mto a desejar. Esperei 1 hora para que o meu pedido fosse servido a mesa, sendo que 3 ou 4 mesas que chegaram depois foram devidas primeiro. Os sanduíches chegaram gelados a mesa,sem contar que até para pagar tivemos que praticamente implorar,pois pedimos a conta 3 vzs e nda.",145746,66765
2022,"Olá, agradecemos pelo seu feedback sobre a sobremesa. Lamentamos que você não tenha ficado satisfeita com a aparência do mousse. Vamos revisar nossa receita para melhorar a apresentação. Agradecemos por nos informar e esperamos ter uma nova oportunidade de lhe proporcionar uma experiência melhor.",A sobremesa parecia uma cobertura de bolo do que um mousse,182145,91006
1317,"Caro cliente, lamentamos profundamente pela má experiência que você teve em nosso restaurante. Pedimos desculpas pelo longo tempo de espera e pela falta de atendimento adequado. Vamos analisar internamente o ocorrido para que isso não se repita. Agradecemos pelo seu feedback, pois ele nos ajuda a melhorar nossos serviços.","Fui muito mal atendido, fiquei sentado um bom tempo e nenhum garçom me atendeu, sai sem sequer fazer o pedido",138809,68142
1716,"Olá, agradecemos por compartilhar sua experiência conosco. Lamentamos muito que tenha tido uma má impressão do nosso atendimento. Pedimos desculpas pela confusão causada pela chegada inesperada de uma mesa grande, o que pode ter afetado a agilidade do serviço. Vamos trabalhar para melhorar a comunicação entre os garçons e evitar situações como essa no futuro. Quanto ao peixe com molho de cogumelos, levaremos seu feedback em consideração para avaliar e aprimorar nossos pratos. Também vamos reforçar o treinamento da equipe para garantir que o pagamento seja realizado de forma mais eficiente. Esperamos ter a oportunidade de recebê-la novamente e proporcionar uma experiência mais satisfatória.","Atendimento péssimo. Chegamos próx às 13h e estava bem tranquilo o local. Assim que pedimos a entrada começou a vir muitas pessoas de uma mesa enorme. Os garçons pareciam perdidos, cheguei a levantar para questionar se tinha entendido meu pedido, pois me deixou falando sozinha quando pedia o prato principal.

Não recomendo o peixe com molho de cogumelos. Creio que os pratos de peixe devam ser bons, mas esse não combinou o molho que foi servido.

No pagamento da conta, a atendente deixou a máquina e depois de algum tempo, como não retornou, peguei e passei meu valor e me retirei do local.

Pelas avaliações, imaginava ser bacana a experiência, o que não aconteceu!",25379,27492
1818,"Prezada cliente, lamentamos profundamente pelos contratempos que você enfrentou durante sua última visita ao nosso restaurante. Pedimos desculpas pelo esquecimento do refrigerante de 2 litros, bem como pela falta da porção de alho nas porções de Picanha Premium. Também levamos em consideração sua observação sobre a Picanha La Parrilla, e iremos revisar nossos processos para evitar que isso ocorra novamente. Agradecemos por compartilhar sua experiência conosco e esperamos ter a oportunidade de recebê-la novamente em breve para oferecer uma experiência melhor.","Não gostei do atendimento, comprei um Combo e esqueceram de entregar o refrigerante de 2 litros, ao chegar em casa e abrir a embalagem verifiquei que faltava o refrigerante, as porções de Picanha Premium não vieram com a porção de alho que solicitei e a Picanha La Parrilla veio seca. Esperei mais de 40 minutos do estacionamento do restaurante para ter todos esses contratempos.
Sou cliente e aprecio o Menu, porém ontem me decepcionei, e não tinha como reclamar  pois já estava em casa.",124687,38469
1172,"Olá, lamento muito que você tenha tido uma experiência decepcionante em nosso restaurante. Agradecemos por compartilhar sua opinião e vamos levar seu feedback em consideração para melhorar nossos pratos. Esperamos ter a oportunidade de recebê-la novamente e oferecer uma experiência gastronômica mais satisfatória.",Comida sem tempero é totalmente sem graça…. Uma decepção pq havia sido muito bem recomendado!! Espero que tenha sido um mal dia para a casa….,218695,121580
1891,"Prezada cliente, 

Agradecemos por compartilhar sua experiência conosco. Ficamos felizes em saber que você teve um passeio maravilhoso com seus amigos. 

No entanto, lamentamos se houve algum ponto negativo durante sua visita ao nosso restaurante. Gostaríamos de ouvir mais detalhes para podermos melhorar nossos serviços. 

Agradecemos novamente por seu feedback e esperamos ter a oportunidade de recebê-la novamente em breve. 

Atenciosamente, 
A equipe do restaurante",Passeio maravilhoso com os amigo,132220,90105
1859,"Olá, agradecemos por compartilhar sua experiência conosco. Sentimos muito que você tenha achado nossa comida sem tempero e decepcionante. Levamos seus comentários a sério e vamos revisar nossos processos para garantir que isso não aconteça novamente. Esperamos ter a oportunidade de recebê-la novamente e proporcionar uma experiência melhor.",Comida sem tempero é totalmente sem graça…. Uma decepção pq havia sido muito bem recomendado!! Espero que tenha sido um mal dia para a casa….,206431,121580
1438,"Olá, agradecemos pelo seu feedback. Lamentamos que você tenha achado a variedade de comida limitada pelo valor cobrado. Vamos levar em consideração sua opinião para melhorar nossa oferta de pratos. Esperamos que você nos dê uma nova chance no futuro.",Achei pouca variedade de comida pelo valor cobrado.,185133,26559
1557,"Olá, agradecemos por compartilhar sua experiência conosco. Sentimos muito que nossa comida não tenha atendido às suas expectativas. Levaremos seu feedback em consideração para melhorar nossos pratos. Esperamos ter a oportunidade de recebê-la novamente e proporcionar uma experiência mais satisfatória.",Comida sem tempero é totalmente sem graça…. Uma decepção pq havia sido muito bem recomendado!! Espero que tenha sido um mal dia para a casa….,216094,121580
1320,"Olá, agradecemos pelo seu feedback sobre nossa comida. Sentimos muito que você não tenha tido uma experiência positiva em nosso restaurante. Vamos levar em consideração suas críticas sobre o preço e a qualidade dos alimentos mencionados. Esperamos que você nos dê uma nova oportunidade para melhorar.","Muito caro para o que oferece. Pão de queijo estava ruim, Frappe com gosto de iogurte, torta alemã mais parecendo um doce de caixinha qualquer.
Não valeu a experiência e não recomendo",95731,28378
1953,"Olá, agradecemos pelo seu feedback. Sentimos muito que a sua experiência não tenha sido como esperado. Vamos levar em consideração os pontos negativos mencionados para melhorar o acesso e a aparência do flutuante. Esperamos ter a oportunidade de recebê-la novamente no futuro.","Olhei no trip advisor para vir aqui e esperava ser um lugar legal. Primeiro, o acesso é péssimo. Parece um filme de terror. O barquinho que leva a gente até o flutuante é bem legal, mas quando chega ao flutuante que decepção!!! Horroroso!!!",206632,113184
1793,"Olá, agradecemos por compartilhar sua experiência conosco. Lamentamos pela demora no atendimento. Vamos analisar a situação e trabalhar para melhorar nosso serviço. Sua opinião é muito importante para nós.",Demora no atendimento.,149374,49952
1237,"Caro cliente, lamentamos muito pela experiência negativa que você teve em nosso restaurante. Pedimos desculpas pela comida fria, batata péssima, feijão frio, arroz duro e a carne sem sabor. Vamos analisar os pontos mencionados e tomar as devidas providências para melhorar a qualidade dos nossos pratos. Agradecemos pelo seu feedback e esperamos ter a oportunidade de lhe proporcionar uma experiência satisfatória no futuro.","Comida fria, péssima
Batata péssima
Feijão frio
Arroz duro
A carne parece que foi lavada um monte de vezes sem gosto algum.",104396,73412
1757,"Olá, agradeço por compartilhar sua experiência conosco. Lamentamos que você não tenha tido uma boa experiência em nosso restaurante. Levamos em consideração seus comentários sobre o espaço apertado e o cheiro de comida. Vamos trabalhar para melhorar esses aspectos. Quanto ao atendimento e à qualidade da comida, também estamos revisando nossos processos internos para garantir uma experiência mais satisfatória para nossos clientes. Esperamos ter a oportunidade de recebê-la novamente e superar suas expectativas.","a experiência não foi nada boa, local apertado, você sai com cheiro de comida, o atendimento é péssimo, a comida não foi das melhores, o local é superestimado, em Manaus tem melhores!",120204,53295
1562,"Olá,

Agradecemos pelo seu feedback e lamentamos que a experiência no nosso restaurante não tenha atendido às suas expectativas. Levaremos em consideração suas observações sobre o tamanho das porções e a qualidade da comida para melhorar nosso serviço. Ficamos felizes em saber que você apreciou o ambiente agradável. Quanto ao nosso amor pelo Roberto Carlos, realmente somos fãs dele. Esperamos ter a oportunidade de recebê-la novamente e proporcionar uma experiência ainda melhor.

Atenciosamente,
A equipe do restaurante","pelo preço que eles cobram as porções deveriam ser maiores, a qualidade da comida tbm. agora o fato é que o ambiente é agradável e o dono é mais que super fã do Roberto Carlos.",219190,119505
1167,"Caro cliente, agradecemos pelo seu feedback. Lamentamos que você não tenha tido uma experiência satisfatória em relação ao atendimento. Vamos analisar a situação e tomar as medidas necessárias para melhorar. Agradecemos pela sua compreensão.",O atendimento deveria melhorar,165279,106684
1884,"Caro cliente, lamentamos sinceramente pela má experiência que você teve com nosso serviço. Agradecemos por compartilhar sua opinião e gostaríamos de saber mais detalhes para que possamos melhorar. Estamos comprometidos em oferecer um serviço de qualidade e faremos o possível para corrigir os pontos negativos mencionados. Agradecemos novamente pelo seu feedback.",Muito ruim pena o serviço ruim,145180,82327
1157,"Prezada cliente, lamentamos muito pela experiência negativa que você teve com nosso atendimento. Agradecemos por compartilhar sua opinião e gostaríamos de nos desculpar pelo ocorrido. Vamos trabalhar para melhorar e garantir que isso não se repita no futuro. Obrigada pelo seu feedback.",Atendimento péssimo.,190300,67381
2049,"Caro cliente, lamentamos muito pela experiência negativa que você e sua namorada tiveram em nosso restaurante. Pedimos desculpas pela forma como ela foi tratada e pela demora em receber o troco. Vamos investigar o ocorrido e tomar as medidas necessárias para que isso não se repita. Agradecemos por nos informar sobre essa situação e esperamos ter a oportunidade de recebê-los novamente em nosso estabelecimento.","Fui comer com minha namorada, que estava grávida, e foi efetua o pagamento com uma senhora loira, (acredito que seja a proprietária do estabelecimento) e foi super arrogante  com minha namorada, destratando-a só pelo fato dela não ter dinheiro trocado, fazendo-a ficar em pé esperando a mesma ter o troco!
Quando eu a vi, em pé esperando por muito tempo, fui verificar o que estava acontecendo, ao ver a situação fiquei horrorizado! Não recomendo!!",38448,32355
920,Olá! Agradecemos por compartilhar sua opinião sobre nossa comida. Lamentamos se não atendemos às suas expectativas. Estamos sempre buscando melhorar e valorizamos seu feedback. Esperamos ter a oportunidade de recebê-la novamente em nosso restaurante.,Vocês  gostaram desse sei lá???????????????????????????????,165705,98422
966,"Prezado cliente, agradecemos por compartilhar sua experiência conosco. Lamentamos que a tapioca não tenha atendido às suas expectativas. Vamos revisar nossa receita e quantidade de manteiga para garantir uma melhor experiência. Agradecemos por seu feedback construtivo.","Os produtos são de alta qualidade, mas devem melhorar na Tapioca, pois, colocam muita manteiga, além de pequena e cara por ser paga no kg.",165207,82956
1839,Agradecemos pelo seu feedback e lamentamos muito pela experiência negativa que teve com nosso atendimento. Levamos sua opinião muito a sério e estamos trabalhando para melhorar esse aspecto. Ficamos felizes em saber que gostou da nossa pizza picolino e quatro queijos. Esperamos ter a oportunidade de recebê-lo novamente e proporcionar uma experiência completa e positiva.,"Se você quer comer uma pizza bem gostosa, com a massa fininha e não se incomoda em ser mal atendido, esse é o local ideal.
Fui lá no dia 09.04.15 e fiquei impressionada com o péssimo atendimento, só valeu a pena pela pizza picolino e quatro queijos que estava maravilhosa.",235875,131534
849,"Olá, lamentamos muito por qualquer inconveniente que você tenha experimentado em nosso restaurante. Agradecemos por compartilhar suas preocupações conosco. Vamos trabalhar para melhorar a organização e treinamento de nossa equipe de atendimento. Valorizamos suas palavras sobre as apresentações e esperamos que você nos dê outra chance para oferecer uma experiência melhor.","Saia bem cedo para conseguir uma mesa, a desorganização é total... Nunca dão jeito para nada, um atendente mais perdido que o outro. As apresentações é o que salva o lugar!",142401,91172
1954,"Caro cliente, lamentamos profundamente pela má experiência que você teve em nosso restaurante. Nós valorizamos muito o feedback dos nossos clientes e estamos empenhados em melhorar nossos serviços.

Pedimos desculpas pelo drink caipifruta com gosto ruim e o gelo em escama. Vamos revisar nossos processos para garantir que isso não aconteça novamente.

Quanto ao prato de filé com calabresa, entendemos sua decepção ao constatar que a carne não era filé e não havia calabresa. Iremos verificar essa questão com nossa equipe de cozinha para evitar futuros equívocos.

Agradecemos por nos alertar sobre essas questões e esperamos ter a oportunidade de reconquistar sua confiança em uma próxima visita. Estamos comprometidos em oferecer uma experiência gastronômica de qualidade.","Tive a infelicidade de conhecer esse lugar. Eu e dois amigos pedimos uma cerveja, um drink caipifruta (morango). Senhor, além de o drinks está com o gosto muito ruim, veio com gelo em escama. É isso mesmo, gelo em escama. Pedimos um Prato de filé com calabresa, para a minha surpresa a carne não era filé e não tinha calabresa. Em resumo eu não recomendo e caso venha um dia verifique os produtos que vai comer e beber. Eu tinha vontade de conhecer pois era bem falado o lugar, mais a experiência foi horrível e traumatizante, questionei a qualidade do gelo, fui informado pela atendente que o que tinha era esse e se quisesse. Aff Maria",104595,42436
1009,"Olá, agradecemos pelo seu feedback. Lamentamos muito por qualquer inconveniente causado pelo nosso atendimento. Vamos trabalhar para melhorar e oferecer uma experiência mais positiva da próxima vez. Obrigada por compartilhar sua opinião.",Comida excelente... Porém... O atendimento... Péssimo,170020,55069
1728,"Olá, lamento sinceramente que tenha tido uma experiência negativa em nosso restaurante. Agradecemos por compartilhar seu feedback e gostaria de pedir desculpas pelo atendimento inadequado que você recebeu. Vamos reforçar a importância da cortesia e gentileza com nossa equipe. Em relação ao espaço, entendemos que pode ser apertado em determinados momentos e estamos sempre buscando maneiras de melhorar isso. Quanto aos preços, tentamos oferecer uma experiência gastronômica de qualidade, mas entendemos que nem sempre atendemos às expectativas de todos os clientes. Agradecemos novamente por nos informar sobre essas questões e esperamos ter a oportunidade de recebê-la novamente para uma experiência melhor.","Péssimo atendimento. Garçons super mal educados e grosseiros. Lugar é super apertado, super caro. Não volto lá, é um dos piores lugares que já fui em Manaus. Não vale a pena",62479,58315
2088,Agradecemos pelo seu feedback e por reconhecer o nosso atendimento. Lamentamos que a comida não tenha atendido às suas expectativas. Vamos levar em consideração suas observações para melhorar a qualidade dos nossos pratos. Esperamos ter a oportunidade de recebê-la novamente e surpreendê-la positivamente.,"Infelizmente não posso opinar quanto a comida, uma vez que nada foi de meu agrado no paladar. No entanto posso dizer que o atendimento posso dar nota 10. A recepcionista sempre educada atendeu a nossa mesa de muito grado. Parabéns",148697,36505
1098,"Olá, lamento muito pela experiência negativa que você teve com o nosso peixe. Agradecemos por compartilhar sua opinião e vamos analisar para melhorar a qualidade dos nossos pratos.","PEIXE SEM GOSTO, PARECIA QUE ESTAVA SALMORADO, PITIUUUU
HORRIVEL",75227,48748
1877,"Olá, agradecemos pelo seu feedback sobre a sua experiência em nosso restaurante. Lamentamos muito que a comida não tenha atendido às suas expectativas e que tenha faltado sabor e tempero. Levaremos suas observações em consideração para melhorar a qualidade dos nossos pratos. Esperamos ter a oportunidade de recebê-la novamente para proporcionar uma experiência gastronômica mais satisfatória.","Lugar de boa aparência, mas comida ruim. Sem tempero e ensosa. Nada tem haver com o tempero paraense. Uma decepção.",59385,41243
1534,"Caro cliente, lamento muito pelos itens faltantes em seu pedido de delivery. Pedimos desculpas pela inconveniência causada. Faremos o possível para evitar que isso aconteça novamente no futuro. Agradecemos seu feedback e valorizamos sua opinião. Esperamos ter a oportunidade de atendê-lo novamente e proporcionar uma experiência melhor.",Itens faltando,233138,131738
1929,"Caro cliente, agradecemos por compartilhar sua opinião conosco. Lamentamos profundamente que tenha tido uma experiência negativa em nosso restaurante. Vamos investigar o ocorrido e tomar as medidas necessárias para melhorar a qualidade dos nossos serviços. Se houver algo mais que possamos fazer para recuperar sua confiança, por favor, nos informe.",Caiu muitíssimo a qualidade,113305,92594
1961,"Prezado cliente, agradecemos pelo seu feedback. Lamentamos muito pela experiência negativa causada pelo ruído excessivo em nosso restaurante. Estamos cientes da importância de um ambiente agradável para uma refeição tranquila e estamos trabalhando para resolver esse problema. Agradecemos sua sugestão de unir os bares e contratar apenas uma banda, levaremos isso em consideração. Esperamos ter a oportunidade de recebê-lo novamente em nosso estabelecimento.","O local é bom, mas a guerra de sons entre os restaurantes é horrível, não dá para conversar além de fazer mal aos tímpanos. O melhor seria se todos os bares se unissem e contratassem apenas uma banda.",140194,15027
